x0000,y0000
1777576135.2691507,-0.0131835938
1777576135.2791507,-0.0131835938
1777576135.2891507,-0.0131835938
1777576135.2991507,-0.0026855469
1777576135.3091507,-0.0026855469
1777576135.3191507,-0.0026855469
1777576135.3291507,-0.0026855469
1777576135.3391507,-0.0026855469
1777576135.3491507,-0.0026855469
1777576135.3591506,-0.0026855469
1777576135.3691506,-0.0026855469
1777576135.3791506,-0.0026855469
1777576135.3891506,-0.0026855469
1777576135.3991506,-0.0026855469
1777576135.4091506,-0.0026855469
1777576135.4191508,-0.0026855469
1777576135.4291508,-0.0026855469
1777576135.4391508,-0.0026855469
1777576135.4491508,-0.0026855469
1777576135.4591508,-0.0026855469
1777576135.4691508,-0.0026855469
1777576135.4791508,-0.0026855469
1777576135.4891508,-0.0026855469
1777576135.4991508,-0.2517089844
1777576135.5091507,-0.2517089844
1777576135.5191507,-0.2517089844
1777576135.5291507,-0.2517089844
1777576135.5391507,-0.2517089844
1777576135.5491507,-0.2517089844
1777576135.5591507,-0.2517089844
1777576135.5691507,-0.2517089844
1777576135.5791507,-0.2517089844
1777576135.5891507,-0.2517089844
1777576135.5991507,-0.2517089844
1777576135.6091506,-0.2517089844
1777576135.6191509,-0.2517089844
1777576135.6291509,-0.2517089844
1777576135.6391509,-0.2517089844
1777576135.6491508,-0.2517089844
1777576135.6591508,-0.2517089844
1777576135.6691508,-0.2517089844
1777576135.6791508,-0.2517089844
1777576135.6891508,-0.2517089844
1777576135.6991508,-0.0551757812
1777576135.7091508,-0.0551757812
1777576135.7191508,-0.0551757812
1777576135.7291508,-0.0551757812
1777576135.7391508,-0.0551757812
1777576135.7491508,-0.0551757812
1777576135.7591507,-0.0551757812
1777576135.7691507,-0.0551757812
1777576135.7791507,-0.0551757812
1777576135.7891507,-0.0551757812
1777576135.7991507,-0.0551757812
1777576135.8091507,-0.0551757812
1777576135.819151,-0.0551757812
1777576135.829151,-0.0551757812
1777576135.839151,-0.0551757812
1777576135.849151,-0.0551757812
1777576135.859151,-0.0551757812
1777576135.8691509,-0.0551757812
1777576135.8791509,-0.0551757812
1777576135.8891509,-0.0551757812
1777576135.8991508,-0.01953125
1777576135.9091508,-0.01953125
1777576135.9191508,-0.01953125
1777576135.9291508,-0.01953125
1777576135.9391508,-0.01953125
1777576135.9491508,-0.01953125
1777576135.9591508,-0.01953125
1777576135.9691508,-0.01953125
1777576135.9791508,-0.01953125
1777576135.9891508,-0.01953125
1777576135.9991508,-0.01953125
1777576136.0091507,-0.01953125
1777576136.019151,-0.01953125
1777576136.029151,-0.01953125
1777576136.039151,-0.01953125
1777576136.049151,-0.01953125
1777576136.059151,-0.01953125
1777576136.069151,-0.01953125
1777576136.079151,-0.01953125
1777576136.089151,-0.01953125
1777576136.099151,-0.0869140625
1777576136.109151,-0.0869140625
1777576136.1191509,-0.0869140625
1777576136.1291509,-0.0869140625
1777576136.1391509,-0.0869140625
1777576136.1491508,-0.0869140625
1777576136.1591508,-0.0869140625
